iter	RMSE
177	0.3510689949
178	0.3501446409
179	0.3485677798
180	0.3469829308
181	0.3456317669
182	0.3440476091
183	0.3428085328
184	0.3412355004
185	0.3399358909
186	0.3384752539
187	0.3372400624
188	0.3362336601
189	0.3349503956
190	0.3338327914
191	0.3323641867
192	0.3311376085
193	0.3298108144
194	0.3285614065
195	0.3277236455
196	0.3267670879
197	0.3257309092
198	0.3249252758
199	0.323820887
200	0.3229057281
201	0.3219475384
202	0.3210202787
203	0.3199750623
204	0.3185441363
205	0.3172396766
206	0.3163966198
207	0.3155466567
208	0.3141826156
209	0.3130552219
210	0.3118092365
211	0.3113006674
212	0.3102190438
213	0.3095566915
214	0.3083260794
215	0.3073873713
216	0.3063533242
217	0.3054910841
218	0.3048742573
219	0.3041443123
220	0.3032590401
221	0.302270969
222	0.3011360984
223	0.3003135194
224	0.299554454
225	0.2986614978
226	0.2977531977
227	0.2970413133
228	0.2961462711
229	0.2951705605
230	0.2939461093
231	0.2931296315
232	0.2923020403
233	0.2916689896
234	0.2910772162
235	0.2901250733
236	0.2894066792
237	0.2882176904
238	0.28747541
239	0.2868107571
240	0.2861537412
241	0.2854802691
242	0.2847243313
243	0.2840921418
244	0.2833901084
245	0.2823043861
246	0.2816662649
247	0.2810836114
248	0.28015168
249	0.2793189527
250	0.2786115242
251	0.2779873362
252	0.2773326717
253	0.2765523476
254	0.2758037986
255	0.2751448062
256	0.2744028042
257	0.2739586905
258	0.2732201519
259	0.2727646518
260	0.2716077086
261	0.2709003286
262	0.2702436099
263	0.2697986665
264	0.2690772479
265	0.2685771342
266	0.2678596372
267	0.2672316108
268	0.2667723747
269	0.2662101987
270	0.2655755378
271	0.2650662279
272	0.264120894
273	0.2635611193
274	0.2627606928
275	0.261963427
276	0.2613765843
277	0.2610014627
278	0.2606395175
279	0.2597417357
280	0.2590739989
281	0.2586186425
282	0.2582470507
283	0.257607024
284	0.2571356705
285	0.2561731961
286	0.2558173377
287	0.255102009
288	0.2543874375
289	0.2538416607
290	0.2533631051
291	0.2527536823
292	0.2522676277
293	0.2517776026
294	0.251402095
295	0.2507520419
296	0.250041735
297	0.2495335363
298	0.24882425
299	0.2482929572
300	0.2475659567
301	0.2469107217
302	0.2462687642
303	0.2459992878
304	0.2456315527
305	0.2450949489
306	0.2446736277
307	0.2441206613
308	0.2433594026
309	0.2428709647
310	0.242230783
311	0.2417749094
312	0.2413406114
313	0.2407635095
314	0.2402648137
315	0.2397856561
316	0.2392374324
317	0.238849299
318	0.2382289081
319	0.2376287635
320	0.2368820371
321	0.2363208336
322	0.2359107042
323	0.2353437523
324	0.2348265807
325	0.2340523326
326	0.2335553997
327	0.2329935024
328	0.2323513054
329	0.2319356195
330	0.2315524716
331	0.2309574831
332	0.2305319701
333	0.2300209214
334	0.22952305
335	0.2291796271
336	0.2287126972
337	0.2284182501
338	0.2281380737
339	0.2278081504
340	0.22726669
341	0.22665545
342	0.2261367146
343	0.2255515974
344	0.2250767653
345	0.2247541164
346	0.2243118163
347	0.2238977875
348	0.2234734875
349	0.2229591305
350	0.2226186335
351	0.222096817
352	0.2216524784
353	0.2213017273
354	0.2208739176
355	0.2203783581
356	0.2198844226
357	0.2192735178
358	0.2186892764
359	0.2183151247
360	0.2177912509
361	0.2171963752
362	0.2167809464
363	0.2164139552
364	0.2162035883
365	0.215706662
366	0.2153228844
367	0.2147134888
368	0.2143538118
369	0.2137417702
370	0.2133863796
371	0.2131487976
372	0.2128397529
373	0.2124396514
374	0.211894586
375	0.2115493439
376	0.2112094284
377	0.2108538207
378	0.2105143353
379	0.2098909623
380	0.2094196325
381	0.2090749308
382	0.2088129171
383	0.2083919923
384	0.2081354421
385	0.2076248686
386	0.2072881739
387	0.2069103228
388	0.2064842455
389	0.205941041
390	0.2054380539
391	0.2049850814
392	0.2047130966
393	0.2044173732
394	0.204000831
395	0.2035697249
396	0.2031863013
397	0.2026924148
398	0.2024912373
399	0.2020764444
400	0.2016628103
401	0.2014976054
402	0.2012537919
403	0.2008990508
404	0.2006598708
405	0.2002757089
406	0.1998634409
407	0.1995259323
408	0.1991881854
409	0.1989032316
410	0.1985846758
411	0.1982173022
412	0.1979762949
413	0.1977010018
414	0.197402808
415	0.1972082582
416	0.196861286
417	0.1965161021
418	0.1964005104
419	0.1959760327
420	0.1956625938
421	0.1951131055
422	0.1947963996
423	0.1943799527
424	0.1940116716
425	0.1935665241
426	0.193170188
427	0.1928650798
428	0.1925278911
429	0.1922965099
430	0.1920108281
431	0.1915399735
432	0.1910725161
433	0.1905780004
434	0.1904217996
435	0.1899641764
436	0.1896579531
437	0.1893502113
438	0.1891667727
439	0.1888706857
440	0.1885587927
441	0.1882930651
442	0.1880361087
443	0.1877731384
444	0.1874466022
445	0.1871544955
446	0.1868799398
447	0.1866924685
448	0.1864247883
449	0.1861711446
450	0.1859113898
451	0.1856064839
452	0.1851635193
453	0.1850019099
454	0.1847992154
455	0.1844053938
456	0.1841463091
457	0.1837924877
458	0.1833184551
459	0.1830641503
460	0.1829064735
461	0.1825479958
462	0.1823698915
463	0.1821362548
464	0.181887691
465	0.1815827509
466	0.1814348795
467	0.181169199
468	0.1808931238
469	0.1806826895
470	0.180529333
471	0.1801939422
472	0.1799155024
473	0.1796074489
474	0.1791647011
475	0.178847208
476	0.1785743918
477	0.1783263109
478	0.1780661249
479	0.1777262087
480	0.1773432305
481	0.1769575943
482	0.1766736975
483	0.176260465
484	0.1759979816
485	0.1756211152
486	0.1754868236
487	0.1754075254
488	0.1751984158
489	0.1748375596
490	0.1745602527
491	0.1743261449
492	0.1741589382
493	0.1738665816
494	0.1736256934
495	0.173340608
496	0.1730638231
497	0.1727965223
498	0.1726428644
499	0.1724850237
500	0.1721312361
501	0.1717354463
502	0.1715064285
503	0.1711449314
504	0.1708772639
505	0.1705844184
506	0.1703946584
507	0.1701327638
508	0.1698713238
509	0.1696230966
510	0.1692243742
511	0.169037152
512	0.168765478
513	0.1686003096
514	0.1683360065
515	0.1680338806
516	0.1678712442
517	0.1676423327
518	0.1673691797
519	0.1670256335
520	0.1668498565
521	0.1664843889
522	0.1662983421
523	0.1660625766
524	0.1658429206
525	0.1656226512
526	0.1653740701
527	0.1651571639
528	0.1649486722
529	0.1646041931
530	0.1643222327
531	0.1639926919
532	0.163829516
533	0.1636744284
534	0.1632469257
535	0.1630652979
536	0.1628617744
537	0.1626586348
538	0.1623800961
539	0.1620412003
540	0.1618169726
541	0.1615166308
542	0.161176508
543	0.1610127596
544	0.1606939982
545	0.1604684118
546	0.1601942365
547	0.1599226849
548	0.1595847876
549	0.1593210265
550	0.159093354
551	0.1588068475
552	0.1585969022
553	0.1583308569
554	0.158135278
555	0.1579481004
556	0.1578207319
557	0.157626544
558	0.1574206087
559	0.1572467401
560	0.1570436367
561	0.1568499792
562	0.1566272399
563	0.156282456
564	0.1560689494
565	0.1558798665
566	0.1556412273
567	0.1555067606
568	0.1553493831
569	0.1551374319
570	0.1548720625
571	0.1545462469
572	0.1543909968
573	0.1540898755
574	0.1539513947
575	0.153828504
576	0.1536235175
577	0.1535196514
578	0.1533334975
579	0.1531398016
580	0.1529123905
581	0.1526988414
582	0.1525332178
583	0.1523763571
584	0.1521071671
585	0.1518871803
586	0.1516988417
587	0.1515410055
588	0.1512802039
589	0.1510983172
590	0.1509145513
591	0.150620112
592	0.1504056463
593	0.1502286456
594	0.1499693385
595	0.1497392678
596	0.1495879655
597	0.1494949455
598	0.149329872
599	0.1491672384
600	0.1489073325
601	0.1486500327
602	0.1484439797
603	0.1482668086
604	0.1480221343
605	0.1478635837
606	0.1477451689
607	0.147513749
608	0.1474184647
609	0.1471508119
610	0.1470231463
611	0.146868956
612	0.1466961966
613	0.1465339083
614	0.1463606965
615	0.1461761247
616	0.1460361533
617	0.1458934957
618	0.1456690234
619	0.145496746
620	0.1453027779
621	0.1451380753
622	0.1449215852
623	0.1447723118
624	0.1446579708
625	0.1444970018
626	0.1442600079
627	0.1441121829
628	0.1440124222
629	0.1438978342
630	0.1436656736
631	0.143413044
632	0.1432015838
633	0.1429315522
634	0.1426436201
635	0.1423912178
636	0.1422668278
637	0.1420527664
638	0.1419239591
639	0.1417723485
640	0.1415600327
641	0.1414060506
642	0.1412402996
643	0.1410349056
644	0.1409264319
645	0.1407381187
646	0.1405214758
647	0.1403422803
648	0.1401671892
649	0.1399659945
650	0.1398565277
651	0.1396624123
652	0.1395496064
653	0.1393011815
654	0.1391409959
655	0.13895865
656	0.1388182114
657	0.1387557729
658	0.1385468596
659	0.1383190069
660	0.1381334443
661	0.1379050049
662	0.1377720594
663	0.1375139971
664	0.1373063482
665	0.1371258785
666	0.1369106411
667	0.136746472
668	0.1365567711
669	0.1363947439
670	0.1362779197
671	0.1361643393
672	0.1359097034
673	0.135704392
674	0.1356347091
675	0.1355098911
676	0.135313899
677	0.1351800521
678	0.1350494174
679	0.1348477685
680	0.1346211426
681	0.1345050105
682	0.1343783683
683	0.1341806451
684	0.1340225423
685	0.1338162604
686	0.1336988598
687	0.133504981
688	0.1332914661
689	0.1331257128
690	0.1329750727
691	0.1328326796
692	0.1327103712
693	0.1325744295
694	0.132289765
695	0.1321006724
696	0.1319775289
697	0.1317907655
698	0.131595573
699	0.1315449535
700	0.1313503277
701	0.1311621316
702	0.1309680698
703	0.1308336729
704	0.130671269
705	0.1305228099
706	0.1303898562
707	0.1302906319
708	0.1300912089
709	0.129959473
710	0.1298483464
711	0.1296773029
712	0.1294665319
713	0.1293588121
714	0.1291573152
715	0.1290185569
716	0.1287590583
717	0.1285706322
718	0.1284101822
719	0.1282502304
720	0.1281947793
721	0.1280342711
722	0.1279239338
723	0.1278075549
724	0.1276088913
725	0.1274303362
726	0.1272898783
727	0.1272146799
728	0.1270077146
729	0.1268707129
730	0.1267335948
731	0.1266177638
732	0.1264541948
733	0.1263641287
734	0.1262643985
735	0.1260963316
736	0.1259122729
737	0.1257447974
738	0.1255998995
739	0.1254413901
740	0.125282974
741	0.1251442651
742	0.1249398666
743	0.1247420956
744	0.1245644934
745	0.1244325478
746	0.1242580811
747	0.124186753
748	0.1240676405
749	0.123930304
750	0.1238107422
751	0.1237085468
752	0.1235218086
753	0.1233884262
754	0.1232904314
755	0.123168987
756	0.1230102595
757	0.1229177092
758	0.1227417534
759	0.1225786663
760	0.1224442302
761	0.1223698928
762	0.1221715104
763	0.1220090675
764	0.1218872795
765	0.1217272827
766	0.1215873233
767	0.1214589566
768	0.1212961558
769	0.1211123992
770	0.1209422388
771	0.1207909517
772	0.1206683379
773	0.1205795415
774	0.1204773151
775	0.1203303697
776	0.1201763398
777	0.1201020807
778	0.1199806218
779	0.1198789921
780	0.1197313565
781	0.1196109298
782	0.1195604932
783	0.1193851437
784	0.1192328164
785	0.1190549828
786	0.1189314194
787	0.1187665167
788	0.1186345152
789	0.1185300942
790	0.118388485
791	0.1182313614
792	0.1181711111
793	0.1180884588
794	0.1180498795
795	0.1179141688
796	0.1177909954
797	0.1175988642
798	0.1175001375
799	0.1173963038
800	0.1172788584
801	0.1171524586
802	0.1170667649
803	0.1169353067
804	0.1168306256
805	0.1166745884
806	0.1165502362
807	0.1164054436
808	0.116325877
809	0.1162566126
810	0.1161317016
811	0.1159902502
812	0.1158397957
813	0.1156994685
814	0.1155690606
815	0.1155052661
816	0.1153209857
817	0.1151732926
818	0.1150298251
819	0.1148506939
820	0.1147326216
821	0.1146116088
822	0.1144850353
823	0.1143403803
824	0.1142244298
825	0.1140867618
826	0.1139625696
827	0.1138635801
828	0.1137981093
829	0.1137115516
830	0.1135646727
831	0.1134254846
832	0.1132651563
833	0.1131601818
834	0.1130233778
835	0.1128834264
836	0.1127400891
837	0.1126557061
838	0.1125166042
839	0.112362819
840	0.1122891507
841	0.1121459897
842	0.1119729599
843	0.1118387543
844	0.1117576697
845	0.111651793
846	0.1115369146
847	0.1114506906
848	0.1112837898
849	0.1111572783
850	0.1110584468
851	0.1109415503
852	0.1108375552
853	0.1107227589
854	0.110620243
855	0.1105137139
856	0.1103997358
857	0.1103317229
858	0.1102698641
859	0.1101517078
860	0.1100301657
861	0.1099250769
862	0.1098200657
863	0.1097169236
864	0.1096137298
865	0.109505777
866	0.1093853044
867	0.109308238
868	0.1092457333
869	0.1091077603
870	0.1089959911
871	0.1088631897
872	0.108728891
873	0.108606692
874	0.1085005752
875	0.1084362217
876	0.1083549288
877	0.1082566679
878	0.1081173356
879	0.1080215649
880	0.1078974762
881	0.1078073565
882	0.1077340033
883	0.1076719846
884	0.1075428008
885	0.1074147908
886	0.1073082953
887	0.1071734864
888	0.1070926403
889	0.1069704539
890	0.1068833092
891	0.1068099005
892	0.1066814088
893	0.1066054566
894	0.106554921
895	0.1064027238
896	0.1062787094
897	0.1062146814
898	0.1061715149
899	0.1060646002
900	0.1059265521
901	0.1058144498
902	0.1057158042
903	0.105633052
904	0.1055282898
905	0.1054591558
906	0.1052654564
907	0.1051504637
908	0.1050071252
909	0.1049294158
910	0.1048056686
911	0.1046682786
912	0.1046085925
913	0.1045523931
914	0.1044347886
915	0.1043239294
916	0.1042312435
917	0.1041309967
918	0.1040695218
919	0.1039834029
920	0.1038906335
921	0.1038302703
922	0.1037413339
923	0.1036667726
924	0.1035753968
925	0.1034843353
926	0.1033882455
927	0.1032979637
928	0.1031676073
929	0.1031001593
930	0.1029441955
931	0.1028438132
932	0.1027333977
933	0.1026535699
934	0.1025525811
935	0.1024829595
936	0.1024114572
937	0.1023390066
938	0.1022297371
939	0.1021496626
940	0.1020197167
941	0.101932996
942	0.1018016893
943	0.1017185852
944	0.1015798852
945	0.1015137516
946	0.1014459043
947	0.1013399492
948	0.1012187614
949	0.1011176326
950	0.101036244
951	0.1009093739
952	0.1008248392
953	0.1007538161
954	0.1006689229
955	0.1006037592
956	0.1005113377
957	0.1004855233
958	0.100365674
959	0.1003025461
960	0.1002213363
961	0.1001237886
962	0.1000819364
963	0.09995103708
964	0.09981870687
965	0.09974329896
966	0.09964074012
967	0.09950900034
968	0.09944934616
969	0.09930683758
970	0.09920218188
971	0.099079207
972	0.09899879104
973	0.09890819882
974	0.09881389896
975	0.09870613779
976	0.0985823631
977	0.09844848865
978	0.09834470809
979	0.09825386478
980	0.09815526105
981	0.09802986774
982	0.09796690087
983	0.09787429987
984	0.097787874
985	0.09768548501
986	0.09766107567
987	0.09755397047
988	0.09747455546
989	0.09738080238
990	0.0973098704
991	0.09721864392
992	0.09715774065
993	0.09708169413
994	0.0969932971
995	0.09692781177
996	0.09685102202
997	0.09678744188
998	0.09668066272
999	0.09659469509
